id,x,y,z,yaw,road_id,section_id,lane_id
7327557542900394442,300.4000244140625,59.47441101074219,0.0,-0.006981649901717901,10,0,-1
1207185936458206318,301.4000244140625,59.47428894042969,0.0,-0.006981649901717901,10,0,-1
8919802921330097267,302.4000244140625,59.47416687011719,0.0,-0.006981649901717901,10,0,-1
1094562623525270631,303.4000244140625,59.47404479980469,0.0,-0.006981649901717901,10,0,-1
9240997081792197400,304.4000244140625,59.47392654418945,0.0,-0.006981649901717901,10,0,-1
16044197823137297852,305.4000244140625,59.47380447387695,0.0,-0.006981649901717901,10,0,-1
6265938281118057921,306.4000244140625,59.47368240356445,0.0,-0.006981649901717901,10,0,-1
12371328939858764213,307.4000244140625,59.47356033325195,0.0,-0.006981649901717901,10,0,-1
16589025665472665190,308.4000244140625,59.47343826293945,0.0,-0.006981649901717901,10,0,-1
117152495736695642,309.4000244140625,59.47331619262695,0.0,-0.006981649901717901,10,0,-1
17833914401115866719,310.4000244140625,59.47319412231445,0.0,-0.006981649901717901,10,0,-1
584201285152237827,311.4000244140625,59.47307205200195,0.0,-0.006981649901717901,10,0,-1
17172659225575281332,312.4000244140625,59.47294998168945,0.0,-0.006981649901717901,10,0,-1
9284709533082431144,313.4000244140625,59.47282791137695,0.0,-0.006981649901717901,10,0,-1
2752836531761173421,314.4000244140625,59.47270584106445,0.0,-0.006981649901717901,10,0,-1
12772459506829333073,315.4000244140625,59.47258377075195,0.0,-0.006981649901717901,10,0,-1
13113835112319956306,316.4000244140625,59.47246170043945,0.0,-0.006981649901717901,10,0,-1
16199219254848296950,317.4000244140625,59.47233963012695,0.0,-0.006981649901717901,10,0,-1
5303261857746752251,318.4000244140625,59.47221755981445,0.0,-0.006981649901717901,10,0,-1
13393108452155573231,319.4000244140625,59.47209548950195,0.0,-0.006981649901717901,10,0,-1
984007044637235360,320.4000244140625,59.47197341918945,0.0,-0.006981649901717901,10,0,-1
14985896074874838852,321.4000244140625,59.47185516357422,0.0,-0.006981649901717901,10,0,-1
1049663743345610569,322.4000244140625,59.47173309326172,0.0,-0.006981649901717901,10,0,-1
4023594237089860413,323.4000244140625,59.47161102294922,0.0,-0.006981649901717901,10,0,-1
2196971452918852078,324.4000244140625,59.47148895263672,0.0,-0.006981649901717901,10,0,-1
9911459394474316002,325.4000244140625,59.47136688232422,0.0,-0.006981649901717901,10,0,-1
5376711858374462445,326.3999938964844,59.47124099731445,0.0,-0.006981649901717901,126,0,-1
7734902744935619143,327.3999938964844,59.47111892700195,0.0,-0.006981649901717901,126,0,-1
2083663029192943373,328.5818786621094,59.423851013183594,0.0,-5.2590250968933105,126,0,-1
14707771303522271246,329.7851257324219,59.24693298339844,0.0,-11.469579696655273,126,0,-1
12719233797380366590,330.962158203125,58.940887451171875,0.0,-17.68013572692871,126,0,-1
